state,crop,season,N,P,K,pH,water_requirement,soil,temperature_c,irrigation_method,input_cost_per_ha,yield_q_ha
Tamil Nadu,Chili,Rabi,99,65,64,5.9,736,Black,18-28,Drip,70199.73,21.26687800000001
Tamil Nadu,Chili,Rabi,106,69,73,5.9,724,Black,19-27,Drip,69473.96,19.9743
Tamil Nadu,Chili,Rabi,112,60,61,5.6,718,Black,17-29,Drip,68742.35,20.8037
Tamil Nadu,Chili,Rabi,122,55,60,6.3,599,Black,20-29,Drip,69120.95,31.127278
Tamil Nadu,Chili,Rabi,118,57,63,6.1,651,Black,22-29,Drip,68637.57,28.5002
Tamil Nadu,Chili,Rabi,111,48,64,6.0,590,Black,20-27,Drip,69041.97,32.7822
Tamil Nadu,Chili,Rabi,112,52,63,6.9,635,Black,21-31,Drip,69580.2,23.393341000000017
Tamil Nadu,Chili,Rabi,107,45,54,6.9,589,Black,23-33,Drip,68100.17,24.4957
Tamil Nadu,Chili,Rabi,109,54,70,7.2,579,Black,20-32,Drip,69195.02,24.1738
Tamil Nadu,Chili,Rabi,93,46,55,6.4,600,Black,23-32,Drip,67566.55,30.42222600000001
Tamil Nadu,Chili,Rabi,103,45,56,6.6,573,Black,22-34,Drip,68220.66,32.6436
Tamil Nadu,Chili,Rabi,99,45,47,6.0,580,Black,23-34,Drip,68507.85,30.2691
Tamil Nadu,Coffee,Whole Year,107,113,117,5.9,1737,Laterite,14-25,Drip,116682.11,10.527090000000012
Tamil Nadu,Coffee,Whole Year,104,119,110,6.2,1787,Laterite,16-23,Drip,118808.64,10.069
Tamil Nadu,Coffee,Whole Year,114,120,117,5.7,1622,Laterite,14-24,Drip,118560.24,11.3396
Tamil Nadu,Coffee,Whole Year,114,87,100,5.3,1721,Laterite,15-24,Drip,117163.75,10.31474200000001
Tamil Nadu,Coffee,Whole Year,127,76,94,5.6,1650,Laterite,13-22,Drip,114956.32,9.6178
Tamil Nadu,Coffee,Whole Year,113,75,93,5.2,1790,Laterite,16-25,Drip,116344.35,9.8292
Tamil Nadu,Coffee,Whole Year,118,96,121,5.7,2125,Laterite,17-26,Drip,116003.55,10.527090000000012
Tamil Nadu,Coffee,Whole Year,118,95,115,5.8,2103,Laterite,15-26,Drip,118180.9,10.9158
Tamil Nadu,Coffee,Whole Year,110,104,138,5.7,2226,Laterite,18-24,Drip,116581.76,10.3045
Tamil Nadu,Coffee,Whole Year,99,88,113,6.0,1773,Laterite,14-27,Drip,116723.05,10.527090000000012
Tamil Nadu,Coffee,Whole Year,88,84,105,5.7,1724,Laterite,16-28,Drip,114655.22,9.9677
Tamil Nadu,Coffee,Whole Year,102,98,124,5.8,1770,Laterite,12-27,Drip,117312.03,9.932
Tamil Nadu,Coffee,Whole Year,89,105,138,5.5,1643,Laterite,15-26,Drip,118307.94,10.527090000000012
Tamil Nadu,Coffee,Whole Year,83,96,125,5.4,1546,Laterite,14-26,Drip,116314.39,10.385
Tamil Nadu,Coffee,Whole Year,93,110,157,5.8,1760,Laterite,17-26,Drip,118187.44,10.7817
Tamil Nadu,Coffee,Whole Year,126,92,100,5.6,1610,Laterite,16-24,Drip,115873.45,10.527090000000012
Tamil Nadu,Coffee,Whole Year,132,89,105,5.5,1525,Laterite,15-26,Drip,115578.21,9.54
Tamil Nadu,Coffee,Whole Year,132,104,108,5.9,1650,Laterite,15-24,Drip,115609.51,9.8857
Tamil Nadu,Coffee,Whole Year,94,110,127,5.4,1740,Laterite,16-27,Drip,117317.56,10.527090000000012
Tamil Nadu,Coffee,Whole Year,95,124,124,5.0,1762,Laterite,15-28,Drip,115182.33,10.5344
Tamil Nadu,Coffee,Whole Year,97,114,137,5.1,1696,Laterite,17-29,Drip,116697.58,10.0196
Tamil Nadu,Coffee,Whole Year,95,107,111,5.5,1837,Red,11-23,Drip,114769.76,8.197445999999996
Tamil Nadu,Coffee,Whole Year,87,121,103,5.5,1710,Red,10-22,Drip,117705.58,7.39
Tamil Nadu,Coffee,Whole Year,94,100,118,5.3,1791,Red,12-25,Drip,118431.4,8.7223
Tamil Nadu,Coffee,Whole Year,121,98,121,6.2,2017,Red,18-24,Drip,116375.66,8.197445999999996
Tamil Nadu,Coffee,Whole Year,131,96,138,6.4,2207,Red,16-22,Drip,118540.44,8.5391
Tamil Nadu,Coffee,Whole Year,121,112,109,6.4,2204,Red,20-23,Drip,118305.71,8.5832
Tamil Nadu,Coffee,Whole Year,121,93,109,5.3,1541,Red,11-22,Drip,113947.65,8.197445999999996
Tamil Nadu,Coffee,Whole Year,131,91,119,5.2,1420,Red,13-23,Drip,115827.66,8.1574
Tamil Nadu,Coffee,Whole Year,134,80,97,5.3,1657,Red,9-23,Drip,116752.82,8.3138
Tamil Nadu,Coffee,Whole Year,108,86,112,5.3,1620,Red,12-22,Drip,117374.26,8.197445999999996
Tamil Nadu,Coffee,Whole Year,109,83,117,5.4,1683,Red,13-21,Drip,114714.39,8.34
Tamil Nadu,Coffee,Whole Year,108,88,103,5.2,1592,Red,14-22,Drip,116438.76,8.9903
Tamil Nadu,Coffee,Whole Year,87,85,143,5.1,1615,Red,15-24,Drip,115992.88,8.197445999999996
Tamil Nadu,Coffee,Whole Year,80,84,122,4.8,1489,Red,14-25,Drip,114114.02,7.4621
Tamil Nadu,Coffee,Whole Year,83,80,164,4.9,1467,Red,14-23,Drip,117183.56,7.8308
Tamil Nadu,Coffee,Whole Year,89,101,92,5.0,1864,Red,14-23,Drip,114628.48,8.197445999999996
Tamil Nadu,Coffee,Whole Year,89,116,90,5.4,1838,Red,16-24,Drip,113811.26,8.2691
Tamil Nadu,Coffee,Whole Year,88,99,85,5.1,2040,Red,13-23,Drip,115126.9,8.361
Tamil Nadu,Coffee,Whole Year,84,106,132,5.5,1857,Red,12-24,Drip,118346.69,8.197445999999996
Tamil Nadu,Coffee,Whole Year,83,120,125,5.7,1819,Red,12-24,Drip,119146.0,7.4308
Tamil Nadu,Coffee,Whole Year,87,113,118,5.5,1761,Red,11-24,Drip,117330.29,8.3579
Tamil Nadu,Coriander,Rabi,32,18,17,7.0,380,Alluvial,13-24,Sprinkler,38424.14,15.082961000000005
Tamil Nadu,Coriander,Rabi,30,20,18,7.4,417,Alluvial,13-24,Sprinkler,38864.86,13.8443
Tamil Nadu,Coriander,Rabi,31,20,19,7.0,414,Alluvial,14-23,Sprinkler,39101.42,15.9486
Tamil Nadu,Coriander,Rabi,40,21,18,7.2,295,Alluvial,17-27,Sprinkler,37994.24,15.048474000000008
Tamil Nadu,Coriander,Rabi,44,22,16,7.0,309,Alluvial,17-26,Sprinkler,39439.36,16.3528
Tamil Nadu,Coriander,Rabi,40,23,20,7.2,302,Alluvial,18-26,Sprinkler,38244.86,16.4263
Tamil Nadu,Coriander,Rabi,39,22,22,7.1,314,Alluvial,15-27,Sprinkler,38702.6,15.048474000000008
Tamil Nadu,Coriander,Rabi,44,24,22,6.7,288,Alluvial,16-26,Sprinkler,39129.57,16.4994
Tamil Nadu,Coriander,Rabi,44,24,25,7.3,333,Alluvial,14-26,Sprinkler,38612.15,16.1766
Tamil Nadu,Coriander,Rabi,49,19,19,7.3,296,Alluvial,17-24,Sprinkler,39358.08,15.048474000000008
Tamil Nadu,Coriander,Rabi,43,17,17,7.1,310,Alluvial,16-26,Sprinkler,38574.45,14.2346
Tamil Nadu,Coriander,Rabi,44,21,19,7.4,273,Alluvial,19-24,Sprinkler,39224.07,14.8396
Tamil Nadu,Coriander,Rabi,33,19,17,7.2,321,Alluvial,12-24,Sprinkler,38238.49,15.141197000000007
Tamil Nadu,Coriander,Rabi,35,17,15,7.1,322,Alluvial,11-25,Sprinkler,38046.93,14.071
Tamil Nadu,Coriander,Rabi,33,17,16,7.4,349,Alluvial,11-24,Sprinkler,38702.78,14.666
Tamil Nadu,Coriander,Rabi,44,19,23,7.0,412,Alluvial,18-24,Sprinkler,38422.12,14.656640000000005
Tamil Nadu,Coriander,Rabi,39,18,23,7.4,441,Alluvial,16-24,Sprinkler,38326.95,13.7248
Tamil Nadu,Coriander,Rabi,47,21,25,7.1,428,Alluvial,17-25,Sprinkler,39234.27,15.1753
Tamil Nadu,Coriander,Rabi,32,21,15,6.6,351,Alluvial,17-28,Sprinkler,39146.72,6.719725
Tamil Nadu,Coriander,Rabi,30,18,17,6.7,372,Alluvial,18-29,Sprinkler,37795.47,6.3408
Tamil Nadu,Coriander,Rabi,29,23,14,6.8,320,Alluvial,19-26,Sprinkler,38524.3,7.3837
Tamil Nadu,Coriander,Rabi,38,22,20,7.3,290,Red,16-23,Sprinkler,38285.84,11.455759999999987
Tamil Nadu,Coriander,Rabi,40,25,18,7.0,272,Red,18-25,Sprinkler,39316.02,10.8581
Tamil Nadu,Coriander,Rabi,41,19,20,6.9,318,Red,18-21,Sprinkler,38463.3,10.6679
Tamil Nadu,Coriander,Rabi,42,16,20,7.1,324,Red,13-24,Sprinkler,38359.64,11.457400999999988
Tamil Nadu,Coriander,Rabi,37,17,21,6.8,307,Red,12-25,Sprinkler,38729.97,11.7203
Tamil Nadu,Coriander,Rabi,37,15,22,7.5,333,Red,11-22,Sprinkler,38484.54,10.3292
Tamil Nadu,Coriander,Rabi,46,16,19,6.7,312,Red,13-23,Sprinkler,39348.74,11.441370999999988
Tamil Nadu,Coriander,Rabi,45,14,20,6.9,330,Red,15-23,Sprinkler,38760.26,10.9339
Tamil Nadu,Coriander,Rabi,42,14,21,6.8,329,Red,14-24,Sprinkler,38522.57,10.8249
Tamil Nadu,Coriander,Rabi,47,19,19,6.9,360,Red,11-23,Sprinkler,39102.85,11.442122999999985
Tamil Nadu,Coriander,Rabi,53,21,21,6.7,373,Red,10-21,Sprinkler,39730.78,10.945
Tamil Nadu,Coriander,Rabi,50,20,18,6.9,369,Red,12-22,Sprinkler,39120.58,10.4369
Tamil Nadu,Coriander,Rabi,42,17,17,6.8,389,Red,14-24,Sprinkler,38521.26,11.441370999999988
Tamil Nadu,Coriander,Rabi,46,18,15,7.2,424,Red,15-24,Sprinkler,38678.9,11.5345
Tamil Nadu,Coriander,Rabi,39,18,15,6.7,402,Red,13-24,Sprinkler,38535.65,11.8078
Tamil Nadu,Coriander,Rabi,41,24,20,7.0,325,Red,16-26,Sprinkler,38128.72,11.457400999999988
Tamil Nadu,Coriander,Rabi,44,27,19,6.9,316,Red,18-24,Sprinkler,38392.95,10.8754
Tamil Nadu,Coriander,Rabi,44,25,17,6.9,353,Red,16-26,Sprinkler,39240.77,11.6575
Tamil Nadu,Coriander,Rabi,44,22,17,7.3,315,Red,12-23,Sprinkler,38545.06,11.523164999999985
Tamil Nadu,Coriander,Rabi,48,21,19,7.3,305,Red,12-24,Sprinkler,39401.36,10.7439
Tamil Nadu,Coriander,Rabi,49,25,18,7.7,313,Red,14-25,Sprinkler,38429.19,11.7229
Tamil Nadu,Cucumber,Zaid,83,58,45,7.0,478,Alluvial,15-29,Drip,60857.35,16.302947000000007
Tamil Nadu,Cucumber,Zaid,86,67,45,7.3,524,Alluvial,14-28,Drip,61902.0,15.8074
Tamil Nadu,Cucumber,Zaid,90,59,44,7.2,474,Alluvial,14-27,Drip,62064.09,15.3705
Tamil Nadu,Cucumber,Zaid,91,53,47,7.1,524,Alluvial,19-33,Drip,62497.27,16.059071000000007
Tamil Nadu,Cucumber,Zaid,101,55,45,7.3,519,Alluvial,17-33,Drip,60812.15,16.5455
Tamil Nadu,Cucumber,Zaid,81,59,41,6.9,559,Alluvial,18-34,Drip,61678.19,17.5511
Tamil Nadu,Cucumber,Zaid,123,42,51,6.2,424,Alluvial,18-29,Drip,60523.41,204.9183759999998
Tamil Nadu,Cucumber,Zaid,133,41,46,6.3,456,Alluvial,17-31,Drip,62161.07,223.6977
Tamil Nadu,Cucumber,Zaid,111,45,58,5.9,414,Alluvial,20-29,Drip,62581.91,220.3363
Tamil Nadu,Cucumber,Zaid,110,55,45,6.7,410,Alluvial,20-33,Drip,61918.93,35.017074999999984
Tamil Nadu,Cucumber,Zaid,107,53,45,7.0,396,Alluvial,22-35,Drip,62677.46,32.7164
Tamil Nadu,Cucumber,Zaid,115,60,45,6.3,404,Alluvial,19-31,Drip,61671.21,31.886
Tamil Nadu,Cucumber,Zaid,109,41,54,6.8,383,Alluvial,20-31,Drip,62095.66,198.9665289999997
Tamil Nadu,Cucumber,Zaid,96,43,52,7.0,360,Alluvial,18-31,Drip,62380.09,192.0126
Tamil Nadu,Cucumber,Zaid,111,41,56,6.7,403,Alluvial,19-31,Drip,60832.1,208.4034
Tamil Nadu,Cucumber,Zaid,110,63,60,7.1,398,Alluvial,20-32,Drip,62184.09,200.3879319999997
Tamil Nadu,Cucumber,Zaid,125,65,61,6.9,432,Alluvial,21-34,Drip,63737.73,189.8911
Tamil Nadu,Cucumber,Zaid,111,68,54,7.5,416,Alluvial,19-33,Drip,62753.61,197.778
Tamil Nadu,Cucumber,Zaid,96,47,46,5.9,443,Alluvial,18-32,Drip,60404.38,204.2663289999998
Tamil Nadu,Cucumber,Zaid,98,54,48,5.8,437,Alluvial,18-34,Drip,60543.23,207.7928
Tamil Nadu,Cucumber,Zaid,106,51,48,6.3,426,Alluvial,19-34,Drip,62260.82,212.9017
Tamil Nadu,Cucumber,Zaid,120,59,48,6.7,454,Arid,18-30,Drip,62101.77,158.68591699999996
Tamil Nadu,Cucumber,Zaid,123,64,46,6.9,420,Arid,18-29,Drip,62771.09,157.427
Tamil Nadu,Cucumber,Zaid,137,62,51,6.8,497,Arid,18-29,Drip,63751.44,159.0345
Tamil Nadu,Cucumber,Zaid,116,55,40,6.1,415,Arid,16-26,Drip,61551.43,36.33205099999999
Tamil Nadu,Cucumber,Zaid,125,58,44,6.4,430,Arid,17-28,Drip,62436.63,34.9315
Tamil Nadu,Cucumber,Zaid,123,54,41,6.3,411,Arid,18-27,Drip,61081.1,35.2777
Tamil Nadu,Cucumber,Zaid,83,53,53,6.8,444,Arid,19-28,Drip,61220.85,155.889328
Tamil Nadu,Cucumber,Zaid,71,60,47,6.9,452,Arid,18-28,Drip,61605.8,154.387
Tamil Nadu,Cucumber,Zaid,76,46,54,6.8,414,Arid,19-28,Drip,61835.44,145.1439
Tamil Nadu,Cucumber,Zaid,119,55,38,6.1,411,Arid,16-29,Drip,62079.69,36.33205099999999
Tamil Nadu,Cucumber,Zaid,126,51,41,5.8,388,Arid,17-30,Drip,60687.92,37.3056
Tamil Nadu,Cucumber,Zaid,117,58,33,6.2,437,Arid,14-27,Drip,61069.98,39.8248
Tamil Nadu,Cucumber,Zaid,102,49,58,6.3,457,Arid,21-31,Drip,61713.72,166.68353799999988
Tamil Nadu,Cucumber,Zaid,90,49,52,6.4,442,Arid,20-33,Drip,61906.43,156.0213
Tamil Nadu,Cucumber,Zaid,115,50,63,6.1,426,Arid,21-30,Drip,62408.17,158.6105
Tamil Nadu,Cucumber,Zaid,107,55,56,6.1,394,Arid,19-27,Drip,61322.81,118.35517100000004
Tamil Nadu,Cucumber,Zaid,98,57,57,6.2,396,Arid,20-25,Drip,61826.19,115.9517
Tamil Nadu,Cucumber,Zaid,112,55,50,5.9,422,Arid,21-28,Drip,61218.54,114.1795
Tamil Nadu,Cucumber,Zaid,97,56,39,6.2,485,Arid,14-29,Drip,60285.14,23.906024
Tamil Nadu,Cucumber,Zaid,87,62,38,6.1,450,Arid,13-30,Drip,60908.07,21.6658
Tamil Nadu,Cucumber,Zaid,95,51,39,6.4,448,Arid,14-28,Drip,61411.6,23.5204
Tamil Nadu,Green Gram,Kharif,19,42,22,7.1,253,Alluvial,24-34,Rainified,24438.53,7.684059999999987
Tamil Nadu,Green Gram,Kharif,18,40,22,7.0,261,Alluvial,23-35,Rainified,24616.75,7.5189
Tamil Nadu,Green Gram,Kharif,18,37,22,7.3,228,Alluvial,26-34,Rainified,24788.32,7.2367
Tamil Nadu,Green Gram,Kharif,18,47,21,6.8,349,Alluvial,25-35,Rainified,24842.44,7.666120999999988
Tamil Nadu,Green Gram,Kharif,19,53,18,6.7,321,Alluvial,25-34,Rainified,24353.54,7.4803
Tamil Nadu,Green Gram,Kharif,20,41,22,7.1,369,Alluvial,23-34,Rainified,24827.32,7.5425
Tamil Nadu,Green Gram,Kharif,17,31,20,6.8,313,Alluvial,21-32,Rainified,24368.57,7.661934999999987
Tamil Nadu,Green Gram,Kharif,15,28,23,6.7,300,Alluvial,23-30,Rainified,24552.76,8.3216
Tamil Nadu,Green Gram,Kharif,17,34,23,6.5,291,Alluvial,23-33,Rainified,24590.87,7.1135
Tamil Nadu,Green Gram,Kharif,20,34,17,6.9,320,Alluvial,25-33,Rainified,23822.75,7.684059999999987
Tamil Nadu,Green Gram,Kharif,20,33,18,7.0,314,Alluvial,24-31,Rainified,23863.6,8.0185
Tamil Nadu,Green Gram,Kharif,21,38,18,6.6,329,Alluvial,23-32,Rainified,23973.08,7.5843
Tamil Nadu,Green Gram,Kharif,19,31,17,6.3,347,Alluvial,23-33,Rainified,24362.07,9.709651999999988
Tamil Nadu,Green Gram,Kharif,19,35,16,6.1,338,Alluvial,25-35,Rainified,23704.05,10.5641
Tamil Nadu,Green Gram,Kharif,17,35,18,6.1,322,Alluvial,24-32,Rainified,23926.0,10.6486
Tamil Nadu,Green Gram,Kharif,15,48,14,7.2,353,Alluvial,23-36,Rainified,24659.17,7.684059999999987
Tamil Nadu,Green Gram,Kharif,14,45,14,7.5,361,Alluvial,23-34,Rainified,24575.63,8.3254
Tamil Nadu,Green Gram,Kharif,16,53,14,7.4,343,Alluvial,24-35,Rainified,24955.27,7.2133
Tamil Nadu,Green Gram,Kharif,23,43,15,6.5,327,Alluvial,23-32,Rainified,24798.04,9.731776999999989
Tamil Nadu,Green Gram,Kharif,24,39,14,6.7,332,Alluvial,23-30,Rainified,24474.19,10.1334
Tamil Nadu,Green Gram,Kharif,21,47,17,6.5,326,Alluvial,25-32,Rainified,24107.48,9.15
Tamil Nadu,Green Gram,Kharif,21,34,18,6.9,361,Red,22-36,Rainified,24333.95,6.331830999999997
Tamil Nadu,Green Gram,Kharif,20,35,18,6.6,369,Red,20-37,Rainified,24002.78,6.4905
Tamil Nadu,Green Gram,Kharif,22,33,18,6.8,380,Red,22-35,Rainified,24229.86,6.7002
Tamil Nadu,Green Gram,Kharif,22,39,23,6.6,288,Red,28-34,Rainified,24186.31,6.469512999999995
Tamil Nadu,Green Gram,Kharif,22,35,21,7.0,281,Red,28-33,Rainified,23830.22,5.9545
Tamil Nadu,Green Gram,Kharif,20,39,26,6.3,299,Red,28-32,Rainified,24447.3,6.6432
Tamil Nadu,Green Gram,Kharif,21,42,23,7.4,302,Red,27-33,Rainified,24653.33,6.469512999999995
Tamil Nadu,Green Gram,Kharif,19,45,21,7.0,281,Red,28-34,Rainified,24922.31,6.6953
Tamil Nadu,Green Gram,Kharif,22,48,20,7.7,319,Red,28-35,Rainified,24959.72,6.1498
Tamil Nadu,Green Gram,Kharif,17,41,21,6.9,267,Red,22-31,Rainified,24664.08,6.469512999999995
Tamil Nadu,Green Gram,Kharif,16,47,19,6.9,278,Red,21-32,Rainified,24370.67,6.8943
Tamil Nadu,Green Gram,Kharif,19,42,24,7.0,285,Red,22-29,Rainified,24264.59,6.592
Tamil Nadu,Green Gram,Kharif,25,41,24,7.0,260,Red,24-35,Rainified,24120.08,6.469512999999995
Tamil Nadu,Green Gram,Kharif,24,41,27,7.2,283,Red,24-36,Rainified,24189.25,7.098
Tamil Nadu,Green Gram,Kharif,25,42,21,7.0,272,Red,22-33,Rainified,24664.99,6.96
Tamil Nadu,Green Gram,Kharif,17,39,22,6.8,244,Red,26-34,Rainified,24838.66,8.672149000000005
Tamil Nadu,Green Gram,Kharif,16,41,24,7.0,227,Red,25-33,Rainified,24687.0,9.476
Tamil Nadu,Green Gram,Kharif,15,42,25,7.0,247,Red,25-35,Rainified,24612.15,9.441
Tamil Nadu,Green Gram,Kharif,19,41,19,6.8,262,Red,27-36,Rainified,24660.41,6.469512999999995
Tamil Nadu,Green Gram,Kharif,20,40,17,7.1,255,Red,26-36,Rainified,24165.36,6.8399
Tamil Nadu,Green Gram,Kharif,22,37,19,7.0,273,Red,28-35,Rainified,24447.05,5.8962
Tamil Nadu,Green Gram,Kharif,20,30,21,6.3,258,Black,24-35,Rainified,24434.47,8.764183000000008
Tamil Nadu,Green Gram,Kharif,22,27,22,6.3,236,Black,25-35,Rainified,24072.13,9.5258
Tamil Nadu,Green Gram,Kharif,22,34,22,6.3,273,Black,22-33,Rainified,24396.64,8.9231
Tamil Nadu,Green Gram,Kharif,21,39,17,7.3,243,Black,24-36,Rainified,23849.59,6.589703000000012
Tamil Nadu,Green Gram,Kharif,19,41,17,7.5,237,Black,22-36,Rainified,24259.23,6.426
Tamil Nadu,Green Gram,Kharif,22,35,19,7.0,264,Black,23-36,Rainified,24418.53,6.2831
Tamil Nadu,Green Gram,Kharif,22,49,18,7.0,369,Black,26-36,Rainified,24530.73,6.557557000000011
Tamil Nadu,Green Gram,Kharif,25,44,17,6.9,338,Black,26-37,Rainified,24671.0,6.6667
Tamil Nadu,Green Gram,Kharif,23,43,18,6.9,343,Black,24-36,Rainified,24545.14,6.0852
Tamil Nadu,Green Gram,Kharif,18,40,18,6.8,334,Black,26-34,Rainified,24700.59,6.589703000000012
Tamil Nadu,Green Gram,Kharif,20,40,17,7.1,335,Black,25-32,Rainified,24029.91,6.9237
Tamil Nadu,Green Gram,Kharif,18,39,18,6.7,331,Black,24-34,Rainified,24539.28,6.3097
Tamil Nadu,Green Gram,Kharif,21,38,19,6.9,311,Black,23-33,Rainified,24059.71,6.589703000000012
Tamil Nadu,Green Gram,Kharif,24,42,18,6.5,302,Black,22-33,Rainified,23977.39,6.5037
Tamil Nadu,Green Gram,Kharif,21,33,19,7.1,324,Black,21-32,Rainified,23940.39,6.4473
Tamil Nadu,Green Gram,Kharif,23,40,16,6.9,333,Black,25-37,Rainified,24306.52,6.458469000000012
Tamil Nadu,Green Gram,Kharif,23,42,18,6.6,346,Black,26-36,Rainified,24409.74,6.9262
Tamil Nadu,Green Gram,Kharif,21,45,15,6.6,364,Black,23-36,Rainified,24469.73,6.0939
Tamil Nadu,Green Gram,Kharif,22,47,19,7.1,331,Black,23-33,Rainified,24294.84,6.548270000000011
Tamil Nadu,Green Gram,Kharif,19,46,20,7.4,309,Black,25-33,Rainified,24149.46,6.5771
Tamil Nadu,Green Gram,Kharif,19,53,20,6.7,317,Black,25-33,Rainified,24294.89,6.1162
Tamil Nadu,Green Gram,Rabi,20,35,22,7.0,297,Alluvial,26-35,Sprinkler,31330.59,7.728510999999987
Tamil Nadu,Green Gram,Rabi,19,33,23,6.7,274,Alluvial,26-33,Sprinkler,30548.53,8.2114
Tamil Nadu,Green Gram,Rabi,20,35,20,7.0,304,Alluvial,27-35,Sprinkler,30602.97,8.2092
Tamil Nadu,Green Gram,Rabi,21,32,21,6.7,360,Alluvial,28-36,Sprinkler,30475.39,9.790378999999987
Tamil Nadu,Green Gram,Rabi,22,33,22,6.9,361,Alluvial,26-37,Sprinkler,30495.03,9.3398
Tamil Nadu,Green Gram,Rabi,18,36,24,6.4,378,Alluvial,27-34,Sprinkler,31040.03,10.0485
Tamil Nadu,Green Gram,Rabi,18,49,22,6.6,296,Alluvial,23-36,Sprinkler,31666.8,9.790378999999987
Tamil Nadu,Green Gram,Rabi,15,50,19,6.3,285,Alluvial,23-35,Sprinkler,31663.98,9.3466
Tamil Nadu,Green Gram,Rabi,16,49,22,6.4,294,Alluvial,22-37,Sprinkler,32111.06,10.3377
Tamil Nadu,Green Gram,Rabi,22,35,17,6.6,331,Alluvial,25-37,Sprinkler,30545.98,9.790378999999987
Tamil Nadu,Green Gram,Rabi,21,36,18,6.6,332,Alluvial,24-36,Sprinkler,30845.56,9.8219
Tamil Nadu,Green Gram,Rabi,20,37,17,6.7,307,Alluvial,26-39,Sprinkler,30646.37,9.3952
Tamil Nadu,Green Gram,Rabi,21,41,23,7.0,327,Alluvial,24-33,Sprinkler,31371.33,7.750635999999987
Tamil Nadu,Green Gram,Rabi,20,45,20,7.2,343,Alluvial,26-32,Sprinkler,31722.66,7.3034
Tamil Nadu,Green Gram,Rabi,19,37,23,7.0,303,Alluvial,22-34,Sprinkler,31683.08,7.3938
Tamil Nadu,Green Gram,Rabi,21,41,22,6.7,330,Alluvial,25-36,Sprinkler,30946.1,7.692562999999987
Tamil Nadu,Green Gram,Rabi,21,35,23,6.4,336,Alluvial,25-36,Sprinkler,31031.58,7.2445
Tamil Nadu,Green Gram,Rabi,24,42,25,7.0,298,Alluvial,23-38,Sprinkler,31615.17,7.6481
Tamil Nadu,Green Gram,Rabi,17,36,17,6.6,238,Alluvial,28-38,Sprinkler,30681.77,9.790378999999987
Tamil Nadu,Green Gram,Rabi,19,31,17,6.7,221,Alluvial,28-40,Sprinkler,30638.32,10.6037
Tamil Nadu,Green Gram,Rabi,18,39,19,6.5,246,Alluvial,28-39,Sprinkler,31050.45,9.7697
Tamil Nadu,Green Gram,Rabi,20,42,22,6.8,350,Red,25-32,Sprinkler,31928.39,8.646712000000003
Tamil Nadu,Green Gram,Rabi,21,42,20,7.2,372,Red,26-34,Sprinkler,31191.81,9.2383
Tamil Nadu,Green Gram,Rabi,17,43,22,6.7,355,Red,26-30,Sprinkler,30902.25,8.1528
Tamil Nadu,Green Gram,Rabi,19,43,16,6.5,319,Red,24-33,Sprinkler,30721.33,8.646712000000003
Tamil Nadu,Green Gram,Rabi,18,49,14,6.8,347,Red,26-35,Sprinkler,30795.49,9.3292
Tamil Nadu,Green Gram,Rabi,18,43,16,6.2,336,Red,23-31,Sprinkler,31136.17,9.3697
Tamil Nadu,Green Gram,Rabi,18,39,15,7.0,295,Red,23-33,Sprinkler,30437.51,6.512231999999995
Tamil Nadu,Green Gram,Rabi,20,41,17,7.0,293,Red,24-34,Sprinkler,31663.18,6.0315
Tamil Nadu,Green Gram,Rabi,19,40,16,7.0,315,Red,21-34,Sprinkler,30565.55,6.1422
Tamil Nadu,Green Gram,Rabi,21,49,15,7.2,310,Red,26-33,Sprinkler,31489.16,6.512231999999995
Tamil Nadu,Green Gram,Rabi,22,44,15,6.9,313,Red,25-34,Sprinkler,31083.01,6.1165
Tamil Nadu,Green Gram,Rabi,20,52,16,7.5,297,Red,24-35,Sprinkler,31158.16,6.6317
Tamil Nadu,Green Gram,Rabi,16,44,17,6.7,333,Red,24-36,Sprinkler,31108.25,6.512231999999995
Tamil Nadu,Green Gram,Rabi,18,50,18,6.5,356,Red,23-38,Sprinkler,31254.02,6.453
Tamil Nadu,Green Gram,Rabi,16,40,17,6.5,339,Red,24-37,Sprinkler,31331.22,6.8739
Tamil Nadu,Green Gram,Rabi,24,51,21,6.5,275,Red,24-36,Sprinkler,32135.3,6.512231999999995
Tamil Nadu,Green Gram,Rabi,25,55,20,6.4,298,Red,23-34,Sprinkler,31517.88,5.9807
Tamil Nadu,Green Gram,Rabi,26,47,24,6.7,284,Red,23-36,Sprinkler,32149.92,6.5614
Tamil Nadu,Green Gram,Rabi,24,34,14,7.2,262,Red,23-35,Sprinkler,30796.75,6.512231999999995
Tamil Nadu,Green Gram,Rabi,25,35,15,7.5,274,Red,21-33,Sprinkler,30574.35,6.7248
Tamil Nadu,Green Gram,Rabi,24,33,14,7.1,277,Red,22-34,Sprinkler,30186.61,5.8767
Tamil Nadu,Green Gram,Rabi,25,37,21,6.7,366,Black,26-34,Sprinkler,31022.5,6.502818000000011
Tamil Nadu,Green Gram,Rabi,25,32,18,6.9,372,Black,26-32,Sprinkler,30448.64,6.4389
Tamil Nadu,Green Gram,Rabi,27,33,24,6.8,339,Black,26-34,Sprinkler,30748.07,7.0506
Tamil Nadu,Green Gram,Rabi,17,38,23,6.7,316,Black,27-38,Sprinkler,30901.27,6.63405200000001
